districts,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,818,3695,22.138024357239512,4113,28583,14.389672182765981,350.9228930681031,1979.0021367957695,17.732315015904295
Ciutat_Vella,109,566,19.257950530035338,286,2374,12.047177759056444,25.882960303154455,121.06695157036005,21.379046855831792
Eixample,117,156,75.0,1219,4010,30.399002493765586,105.24379458694176,224.64177560734953,46.84960947375032
Sants_Montjuic,88,512,17.1875,322,4154,7.751564756860857,23.694585311354295,300.1012632172371,7.895530014547882
Les_Corts,79,241,32.780082987551864,336,1814,18.5226019845645,29.22898375141761,124.02458958115528,23.567087663927865
Sarria_Sant_Gervasi,145,578,25.08650519031142,687,3548,19.363021420518603,49.88760351069635,297.3283400630804,16.778623759885225
Gracia,220,357,61.62464985994398,901,1671,53.91980849790544,62.55084459240991,112.35069972633644,55.67463731402751
Horta_Guinardo,62,476,13.025210084033615,234,3010,7.774086378737542,19.265129817990818,238.89499886961826,8.064266690030271
Nou_Barris,34,356,9.550561797752808,135,2164,6.238447319778189,18.00347309101025,169.63296802504587,10.61319229429039
Sant_Andreu,36,325,11.076923076923077,156,2232,6.989247311827956,15.789840227574011,150.1099557177492,10.518849434119845
Sant_Marti,118,355,33.23943661971831,542,3932,13.784333672431332,52.23173216035234,257.00163872662773,20.323501600669232
